authfull,inst_name,cntry,np6021,firstyr,lastyr,rank (ns),nc9621 (ns),h21 (ns),hm21 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6021 cited9621 (ns),self%,rank,nc9621,h21,hm21,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6021 cited9621,np6021_d,nc9621_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count
"Moutsopoulos, Haralampos M.",Academy of Athens,grc,644,1975,2022,8060,29019,81,39.82249584,14,403,62,1381,472,16677,4.210723132,18731,1.549249907,562,0.1292,7396,33323,87,42.94615917,14,487,62,1611,472,19239,4.269096916,19800,1.682979798,579,1,209,Arthritis & Rheumatology,0.449455677,Immunology,0.188180404,Clinical Medicine,0.968895801,67,72,35286
"Biliaderis, C. G.",School of Agriculture,grc,220,1980,2022,8507,14524,69,38.79285714,6,747,28,3021,127,10005,4.198156293,11276,1.288045406,213,0.0632,9460,15504,73,40.40952381,6,759,28,3127,127,10565,4.210550128,11630,1.333104041,214,0,170,Food Science,0.640909091,Polymers,0.1,"Agriculture, Fisheries & Forestry",0.709090909,27,24,64755
"Hadziyannis, Stephanos J.",School of Medicine,grc,299,1964,2022,8971,20080,61,25.89952523,38,651,94,7077,207,11014,4.184511521,13875,1.447207207,237,0.1054,9167,22446,65,27.43285857,38,691,94,7806,207,12136,4.218194219,14811,1.51549524,246,0,166,Gastroenterology & Hepatology,0.498327759,General & Internal Medicine,0.130434783,Clinical Medicine,0.903010033,144,150,95371
"Macpherson, Calum",St. George's University Grenada,grd,90,1982,2022,90281,2753,26,13.94874056,9,604,26,1444,51,1916,3.486672235,2293,1.200610554,80,0.1929,88028,3411,30,14.77685411,9,629,26,1671,51,2210,3.550534861,2604,1.309907834,86,0,42,Tropical Medicine,0.411111111,Mycology & Parasitology,0.233333333,Clinical Medicine,0.555555556,187,188,33722
"Ferguson, Hugh W.",St. George's University Grenada,grd,161,1975,2021,92505,3515,36,18.08731269,7,169,39,820,108,2354,3.47745453,2729,1.288017589,157,0.1033,99371,3920,37,19.51350316,7,172,39,894,108,2594,3.505904684,2960,1.324324324,158,0,44,Fisheries,0.583850932,Veterinary Sciences,0.254658385,"Agriculture, Fisheries & Forestry",0.850931677,240,211,34384
"Loukas, Marios",St. George's University Grenada,grd,812,2001,2022,135470,8999,43,21.18968254,1,0,151,2484,320,4628,3.328145118,7962,1.130243657,683,0.1206,143081,10233,46,22.76111111,1,0,151,2759,320,5078,3.363006316,8644,1.183826932,703,1,160,Anatomy & Morphology,0.430332922,Neurology & Neurosurgery,0.274969174,Biomedical Research,0.496917386,18,16,6666
"Morgan, Joseph P.",St. George’s University,grd,114,1963,2017,151891,1842,26,14.18730159,17,217,42,733,77,1195,3.281625711,1317,1.398633257,103,0.0391,172907,1917,26,14.46507937,17,230,42,763,77,1238,3.284855617,1355,1.414760148,104,0,5,Veterinary Sciences,0.859649123,General & Internal Medicine,0.035087719,"Agriculture, Fisheries & Forestry",0.894736842,639,531,56959
"Aire, Tom A.",St. George's University Grenada,grd,97,1973,2021,307346,625,14,12.31666667,26,264,54,415,78,493,2.966690596,410,1.524390244,74,0.2479,245435,831,17,15.31666667,26,371,54,590,78,679,3.13188564,458,1.81441048,77,0,17,Veterinary Sciences,0.195876289,Developmental Biology,0.175257732,Biomedical Research,0.432989691,1061,1469,56959
"Born, Erik W.",Greenland Institute of Natural Resources,grl,130,1981,2022,230112,3863,34,13.50929666,4,25,21,330,40,797,3.101225974,2931,1.317980212,122,0.3698,170680,6130,46,15.64620142,4,40,21,449,40,1095,3.290120715,3567,1.718530978,126,0,7,Environmental Sciences,0.338461538,Ecology,0.223076923,Biology,0.5,1084,1549,86604
"Solomons, Noel W.","Center for Studies of Sensory Impairment, Aging and Metabolism Guatemala",gtm,470,1974,2022,32088,5024,36,24.91978022,112,1029,214,2229,352,3643,3.835085011,4353,1.154146566,345,0.1285,33831,5765,38,25.74993895,112,1092,214,2418,352,4129,3.866237559,4651,1.239518383,361,0,70,Nutrition & Dietetics,0.540425532,Gastroenterology & Hepatology,0.040425532,Biomedical Research,0.757446809,248,245,44337
"Bressani, Ricardo",Universidad del Valle de Guatemala,gtm,258,1953,2018,99862,2511,25,15.56987734,35,426,124,1182,238,1898,3.448573465,2068,1.214216634,173,0.061,114417,2674,25,15.56987734,35,441,124,1263,238,2022,3.45192581,2113,1.26549929,196,0,82,Nutrition & Dietetics,0.607272727,Food Science,0.254545455,Biomedical Research,0.661818182,741,672,44337
"Nacher, Mathieu",Centre Hospitalier Andree Rosemon,guf,307,2000,2022,107181,3207,30,13.08104887,13,233,90,1372,160,1785,3.421438371,2422,1.324112304,246,0.2715,89055,4402,35,14.92479769,13,267,90,1863,160,2516,3.546237281,2819,1.561546648,272,6,35,Tropical Medicine,0.325732899,Microbiology,0.156351792,Clinical Medicine,0.534201954,190,221,33722
"Carme, B.",Université de Guyane,guf,291,1976,2018,113206,4196,33,14.73464632,29,85,125,1064,179,2363,3.400180599,3369,1.245473434,234,0.2012,97794,5253,38,16.84662323,29,123,125,1281,179,2816,3.511957544,3759,1.397446129,241,6,64,Tropical Medicine,0.316151203,General & Internal Medicine,0.219931271,Clinical Medicine,0.711340206,211,235,33722
"Ravery, V.",Centre Hospitalier de Kourou,guf,202,1992,2021,136648,3968,37,11.77796717,22,71,63,1072,92,1560,3.324611124,3578,1.108999441,153,0.0796,151404,4311,39,11.96306818,22,73,63,1140,92,1651,3.339988851,3843,1.121779859,157,0,35,Urology & Nephrology,0.648514851,Oncology & Carcinogenesis,0.094059406,Clinical Medicine,0.955445545,1552,1467,79729
"Vanhoutte, Paul M.",The University of Hong Kong,hkg,1147,1962,2022,768,38688,96,60.12278457,145,3015,254,6367,915,30875,4.687754269,27047,1.430398935,938,0.1265,715,44292,103,64.51461448,145,3256,254,6907,915,34860,4.726418183,28138,1.574099083,955,11,298,Cardiovascular System & Hematology,0.390052356,Pharmacology & Pharmacy,0.267015707,Clinical Medicine,0.887434555,41,43,199278
"Chen, Guanrong",City University of Hong Kong,hkg,1532,1986,2022,825,69658,125,69.86666667,51,378,127,6935,1091,45824,4.676081195,39725,1.753505349,1310,0.1406,733,81054,133,76.93333333,51,413,127,7552,1091,53388,4.72271958,43127,1.879425882,1371,7,1365,Fluids & Plasmas,0.257832898,Industrial Engineering & Automation,0.213446475,Engineering,0.387075718,7,7,48581
"Zhang, Hua",City University of Hong Kong,hkg,559,1996,2022,964,88096,147,44.09998666,2,1185,24,2137,295,61321,4.650262979,59941,1.469711883,539,0.0795,958,95708,156,47.17866632,2,1227,24,2398,295,65580,4.677273812,62016,1.543279154,542,0,450,Nanoscience & Nanotechnology,0.555555556,General Chemistry,0.11827957,Enabling & Strategic Technologies,0.621863799,28,28,103235
"Zhao, Guochun",The University of Hong Kong,hkg,396,1996,2022,1977,36384,103,40.65638528,5,838,47,13692,86,17096,4.523299493,11401,3.191299009,374,0.1999,1546,45472,120,44.12391775,5,924,47,15953,86,20261,4.59748839,12501,3.637469002,377,0,30,Geochemistry & Geophysics,0.53030303,Geology,0.411616162,Earth & Environmental Sciences,0.98989899,8,12,87916
"Song, Chunshan",Chinese University of Hong Kong,hkg,717,1986,2022,2253,24546,70,38.74047619,43,4421,111,6873,459,16612,4.495736507,16879,1.454233071,528,0.1127,2092,27664,79,40.90952381,43,4723,111,7711,459,18790,4.542236508,17565,1.574950185,550,0,212,Energy,0.317039106,Physical Chemistry,0.224860335,Enabling & Strategic Technologies,0.379888268,19,20,265592
"Gazzaniga, Michael S.","University of California, Santa Barbara",hnd,299,1962,2019,7877,11801,57,35.33095238,65,2140,94,3268,266,9195,4.216962424,9058,1.302826231,265,0.0992,8071,13100,61,37.49880952,65,2235,94,3534,266,10227,4.24861832,9606,1.363731001,267,0,32,Neurology & Neurosurgery,0.433098592,Experimental Psychology,0.345070423,Clinical Medicine,0.517605634,715,698,305851
"Reiner, Zeljko",KBC Zagreb,hrv,359,1981,2022,13379,59537,66,17.97168416,37,677,75,3678,126,4280,4.083702271,51393,1.158465161,299,0.1523,9972,70236,75,21.99109723,37,943,75,4372,126,5160,4.197532251,58117,1.208527625,318,1,745,Cardiovascular System & Hematology,0.395543175,General & Internal Medicine,0.181058496,Clinical Medicine,0.860724234,488,623,199278
"Radman, Miro",Mediterranean Institute for Life Sciences,hrv,178,1969,2022,30580,9627,49,24.93015873,26,544,49,945,130,5543,3.849357919,6709,1.434938143,152,0.0781,34199,10442,51,25.5968254,26,562,49,997,130,5934,3.862955773,7036,1.484081865,152,0,45,Developmental Biology,0.292397661,Biochemistry & Molecular Biology,0.157894737,Biomedical Research,0.725146199,1211,1167,127685
"Barbir, Frano",Sveučilište u Splitu,hrv,102,1990,2022,33011,5126,27,16.33333333,17,2536,40,3541,73,4204,3.826639177,4715,1.087168611,72,0.0288,38102,5278,28,16.91666667,17,2548,40,3592,73,4317,3.83036353,4800,1.099583333,76,0,55,Energy,0.608247423,Networking & Telecommunications,0.030927835,Enabling & Strategic Technologies,0.773195876,402,345,265592
"Kostović, Ivica",University of Zagreb School of Medicine,hrv,140,1971,2022,48142,6305,39,19.44239601,5,169,46,2955,96,4588,3.707619094,4117,1.531454943,119,0.1931,40522,7814,45,21.50072934,5,228,46,3647,96,5690,3.811252141,4342,1.799631506,126,0,17,Neurology & Neurosurgery,0.485714286,Otorhinolaryngology,0.057142857,Clinical Medicine,0.8,2950,3464,305851
"Vršnak, B.","Sveučilište u Zagrebu, Geodetski fakultet",hrv,213,1984,2022,48879,5097,41,22.72907268,14,281,62,2033,95,2750,3.702391899,2620,1.945419847,190,0.3223,33073,7521,51,26.32438293,14,419,62,2893,95,3963,3.873176359,3094,2.430833872,200,0,3,Astronomy & Astrophysics,0.85915493,Meteorology & Atmospheric Sciences,0.079812207,Physics & Astronomy,0.896713615,458,598,47944
"Trinajstić, Nenad",Institute Ruder Boskovic,hrv,425,1965,2019,56369,10167,44,25.84166667,24,90,45,386,361,8473,3.654359509,6091,1.669184042,341,0.1409,53219,11835,48,29.15833333,24,100,45,479,361,9765,3.725422184,6491,1.823293791,356,17,260,Chemical Physics,0.323113208,Medicinal & Biomolecular Chemistry,0.125,Chemistry,0.424528302,1256,1232,95895
"Raccurt, Christian",Université Quisqueya (UniQ),hti,147,1975,2022,258599,1428,19,11.72315324,20,144,67,409,103,696,3.047596854,1192,1.197986577,116,0.1736,253821,1728,22,12.20410562,20,160,67,481,103,828,3.116632524,1336,1.293413174,121,2,9,Tropical Medicine,0.340136054,General & Internal Medicine,0.176870748,Clinical Medicine,0.673469388,629,637,33722
"Freund, Tamás F.",Institute of Experimental Medicine,hun,279,1981,2022,2819,30263,92,40.64392413,7,750,32,7622,143,20508,4.446974961,17578,1.721640687,265,0.0948,2988,33434,96,42.92094433,7,777,32,8005,143,22374,4.467036422,18417,1.815387957,267,0,72,Neurology & Neurosurgery,0.856115108,Physiology,0.035971223,Clinical Medicine,0.90647482,294,267,305851
"Erdos, P.",Alfréd Rényi Institute of Mathematics,hun,548,1934,2021,4214,13569,56,38.83333333,134,2035,536,10620,590,12423,4.359297217,10709,1.267065085,443,0.0359,5122,14074,56,38.97619048,134,2045,536,11026,590,12846,4.350133975,10901,1.291074213,463,0,59,General Mathematics,0.514157973,Computation Theory & Mathematics,0.324888227,Mathematics & Statistics,0.66318927,12,9,61457
"Lovász, László",Alfréd Rényi Institute of Mathematics,hun,218,1967,2022,4510,13461,55,38.73333333,59,3955,115,6054,164,9604,4.344308508,11235,1.198130841,189,0.037,5317,13978,56,39.65,59,3978,115,6292,164,9906,4.342364879,11434,1.222494315,192,0,39,Computation Theory & Mathematics,0.534562212,General Mathematics,0.281105991,Information & Communication Technologies,0.631336406,9,9,18388
"Vicsek, Tamas",Eötvös Loránd Tudományegyetem,hun,245,1974,2021,4825,29979,63,32.14960317,17,573,33,7337,194,27341,4.329513095,23803,1.259463093,222,0.0317,5699,30962,64,33.09557387,17,585,33,7443,194,28083,4.326888851,24208,1.278998678,225,0,249,Fluids & Plasmas,0.423868313,General Physics,0.144032922,Physics & Astronomy,0.748971193,39,36,48581
"Ismadji, Suryadi",Widya Mandala Surabaya Catholic University,idn,210,2000,2022,108601,8552,42,17.99047619,1,20,15,391,109,6349,3.416216047,7954,1.075182298,186,0.0756,110238,9251,45,19.78730159,1,23,15,467,109,6677,3.466217038,8236,1.123239437,193,2,328,Chemical Engineering,0.330143541,Biotechnology,0.090909091,Engineering,0.401913876,501,480,67880
"Iskandar, Ferry",Institut Teknologi Bandung,idn,239,2000,2022,111350,4765,34,16.82142857,1,88,31,1117,77,1398,3.406436751,3942,1.20877727,191,0.2095,100564,6028,40,19.82380952,1,88,31,1367,77,1709,3.501372675,4369,1.37972076,201,9,146,Chemical Engineering,0.158995816,Applied Physics,0.158995816,Physics & Astronomy,0.364016736,448,494,67880
"Kuswandi, Bambang",Universitas Jember,idn,68,1998,2022,136129,2162,24,11.825,3,149,41,1795,58,1977,3.326200576,1887,1.145733969,60,0.0784,153282,2346,24,12.075,3,153,41,1897,58,2124,3.334847832,1976,1.187246964,64,4,59,Analytical Chemistry,0.338235294,Food Science,0.220588235,Chemistry,0.5,1238,1049,107126
"Rohman, Abdul",Universitas Gadjah Mada,idn,282,2009,2022,136297,2367,25,14.85,5,78,86,1625,201,2039,3.325669504,1659,1.42676311,200,0.3061,108407,3411,29,17.78333333,5,103,86,2153,201,2874,3.472412338,1919,1.777488275,225,38,181,Food Science,0.312056738,Pharmacology & Pharmacy,0.244680851,"Agriculture, Fisheries & Forestry",0.418439716,478,644,64755
"Khan, Shahbaz",DKI,idn,134,2003,2022,175489,3086,25,11.76829004,9,42,55,1171,84,1966,3.22053682,2841,1.08623724,105,0.105,164560,3448,26,13.94448052,9,60,55,1368,84,2221,3.305662209,3032,1.137203166,115,1,60,Environmental Engineering,0.410447761,Agronomy & Agriculture,0.335820896,Engineering,0.462686567,835,889,54000
"White, Alan","USAID, Indonesia",idn,83,1982,2022,184102,3550,32,12.02537822,5,28,22,696,45,1888,3.199542605,2530,1.403162055,76,0.1756,173366,4306,36,12.95871155,5,36,22,833,45,2267,3.283643511,2759,1.560710402,79,1,7,Fisheries,0.409638554,Ecology,0.228915663,"Agriculture, Fisheries & Forestry",0.445783133,491,531,34384
"Susanto, Heru",Universitas Diponegoro,idn,97,2005,2022,207885,1921,17,7.95,3,149,33,1426,65,1578,3.146747021,1735,1.107204611,68,0.1094,218772,2157,18,8.45,3,149,33,1611,65,1785,3.183603157,1860,1.159677419,70,18,46,Materials,0.206185567,Chemical Engineering,0.164948454,Engineering,0.309278351,3129,2849,267149
"Dahono, Pekik Argo",Institut Teknologi Bandung,idn,115,1992,2022,229610,973,14,10,18,390,49,843,102,948,3.102201119,881,1.104426788,76,0.1146,243239,1099,15,10.28333333,18,414,49,914,102,1061,3.136029406,948,1.1592827,91,0,28,Electrical & Electronic Engineering,0.556521739,Energy,0.2,Engineering,0.565217391,808,735,106549
"Belcher, Brian M.","Center for International Forestry Research, West Java",idn,56,1996,2022,246908,2570,20,7.848412698,4,78,23,862,32,1069,3.06896206,1902,1.351209253,48,0.0732,266182,2773,21,8.431746032,4,79,23,916,32,1143,3.094786718,1993,1.391369794,48,0,27,Forestry,0.226415094,Development Studies,0.150943396,Economics & Business,0.301886792,430,372,28776
"Nandiyanto, Asep Bayu Dani",Universitas Pendidikan Indonesia,idn,266,2007,2022,248846,2407,22,9.964285714,8,15,99,1458,146,1575,3.065495438,2066,1.165053243,158,0.3179,154110,3529,30,13.94880952,8,40,99,2047,146,2258,3.332606961,2412,1.463101161,195,49,142,Materials,0.481203008,Chemical Engineering,0.07518797,Enabling & Strategic Technologies,0.563909774,2126,3505,267149
"Putra, Nandy",Universitas Indonesia,idn,146,2003,2022,267406,5359,18,8.060714286,1,12,27,1457,62,1505,3.032327399,4404,1.21684832,99,0.0784,239856,5815,21,9.798015873,1,19,27,1615,62,1709,3.142244754,4611,1.261114726,116,13,190,Energy,0.280821918,Mechanical Engineering & Transports,0.273972603,Enabling & Strategic Technologies,0.356164384,3320,3768,265592
"Desiraju, Gautam R.",Indian Institute of Science,ind,424,1977,2022,304,38403,83,53.86767315,76,15569,115,18764,376,34334,4.871778767,23152,1.658733587,397,0.0868,293,42052,89,58.46810605,76,16028,115,19522,376,37229,4.899084649,23924,1.757732821,400,0,90,Inorganic & Nuclear Chemistry,0.356796117,Organic Chemistry,0.279126214,Chemistry,0.851941748,3,3,70192
"Rao, C. N.R.",Jawaharlal Nehru Centre for Advanced Scientific Research,ind,1637,1956,2022,331,76118,130,72.75046898,68,590,317,20068,1531,71124,4.856282049,60008,1.268464205,1438,0.095,318,84104,137,76.72546898,68,640,317,21422,1531,78529,4.88170309,62018,1.356122416,1458,20,1220,Applied Physics,0.169315403,Chemical Physics,0.163814181,Physics & Astronomy,0.429706601,15,16,289917
"Sen, Ashoke",Harish Chandra Research Institute,ind,272,1981,2019,1368,14356,62,56.7,150,9653,162,10233,249,13364,4.591683425,7172,2.001673173,259,0.0937,1397,15840,66,58.2,150,10272,162,10952,249,14641,4.613320065,7387,2.144307567,260,0,5,Nuclear & Particle Physics,0.930147059,General Physics,0.025735294,Physics & Astronomy,0.988970588,15,14,141567
"Pandey, Ashok",Indian Institute of Toxicology Research,ind,802,1979,2022,2340,31038,79,44.47136752,15,1381,80,6640,463,22236,4.486804771,23375,1.327828877,661,0.0861,2305,33963,83,47.98846709,15,1557,80,7326,463,24120,4.522301274,24368,1.393754104,685,23,1247,Biotechnology,0.444,Microbiology,0.072,Enabling & Strategic Technologies,0.697333333,6,6,56174
"Padmanabhan, T.",Inter-University Centre for Astronomy and Astrophysics India,ind,323,1977,2021,3296,12695,45,39.75,164,7492,200,8757,311,12285,4.412979758,8060,1.575062035,252,0.1574,2342,15067,56,47,164,8674,200,10155,311,14600,4.517145429,8335,1.807678464,262,0,28,Nuclear & Particle Physics,0.605590062,Astronomy & Astrophysics,0.145962733,Physics & Astronomy,0.909937888,24,43,141567
"Ali, Imran",Jamia Millia Islamia,ind,360,1986,2022,3561,19012,67,35.76829004,10,1875,192,9841,309,14081,4.396634058,12699,1.497125758,328,0.1481,2776,22316,82,39.93495671,10,2008,192,11769,309,16851,4.481708379,13405,1.664751958,335,6,408,Analytical Chemistry,0.348189415,Chemical Physics,0.100278552,Chemistry,0.593314763,10,12,107126
"O'Neill, Luke A.J.",Trinity College Dublin,irl,469,1987,2022,373,51122,116,60.92354956,77,3530,119,13120,314,38359,4.834148977,37523,1.362417717,420,0.0651,414,54681,119,61.9097795,77,3596,119,13467,314,40087,4.83276345,39060,1.399923195,424,1,223,Immunology,0.262365591,Biochemistry & Molecular Biology,0.238709677,Clinical Medicine,0.535483871,25,24,138599
"Coey, J. M.D.",Trinity College Dublin,irl,808,1969,2022,621,36384,79,46.37671495,44,5473,158,17374,594,30809,4.726215871,27542,1.321036962,719,0.0666,666,38979,83,48.92714785,44,5599,158,17794,594,32460,4.738867856,28617,1.362092463,732,0,356,Applied Physics,0.625774473,General Physics,0.07063197,Physics & Astronomy,0.800495663,27,26,289917
"Serruys, Patrick W.",University of Galway,irl,2823,1975,2022,628,133635,167,54.45960823,99,118,285,16135,1547,64530,4.724862459,68756,1.943612194,2336,0.1775,480,162467,184,59.50977437,99,153,285,18929,1547,77348,4.801755165,74711,2.174606149,2422,1,817,Cardiovascular System & Hematology,0.732529266,General & Internal Medicine,0.038666194,Clinical Medicine,0.968428521,23,34,199278
"Geels, Frank W.",Alliance Manchester Business School,irl,104,2000,2022,1299,20519,57,39.22853038,30,10842,60,15854,85,18563,4.599997666,9812,2.091214839,99,0.0438,1539,21459,59,39.28408593,30,11072,60,16379,85,19253,4.597967046,9990,2.148048048,99,0,74,Science Studies,0.397959184,Business & Management,0.132653061,Social Sciences,0.448979592,2,2,4341
"Coleman, Jonathan N.",Trinity College Dublin,irl,372,1998,2022,1321,66029,98,31.85426828,2,1131,22,12555,195,40794,4.59758736,44049,1.498989761,337,0.0736,1354,71278,104,33.84938011,2,1176,22,13018,195,43921,4.618535129,45281,1.574126013,345,0,643,Nanoscience & Nanotechnology,0.462162162,Applied Physics,0.121621622,Enabling & Strategic Technologies,0.648648649,35,36,103235
"Shanahan, F.",APC Microbiome Ireland,irl,663,1977,2022,1769,38738,102,46.91244909,72,2449,156,4048,346,16577,4.543813764,30480,1.270931759,565,0.1009,1830,43087,107,48.75454865,72,2684,156,4452,346,17801,4.56872424,32086,1.342859814,574,0,335,Gastroenterology & Hepatology,0.310136157,Microbiology,0.092284418,Clinical Medicine,0.794251135,27,25,95371
"Zaworotko, Michael",University of Limerick,irl,460,1978,2022,2204,40503,92,41.62276449,11,2072,24,2205,300,34780,4.500257814,26856,1.508154602,430,0.0868,2344,44352,97,43.33629263,11,2146,24,2311,300,37276,4.516895209,27921,1.588481788,436,1,157,Organic Chemistry,0.350762527,Inorganic & Nuclear Chemistry,0.281045752,Chemistry,0.849673203,66,64,154108
"Dinan, Timothy G.",APC Microbiome Ireland,irl,538,1984,2022,2534,39549,95,45.4405147,36,1048,96,4999,264,15815,4.469140781,25251,1.566235001,490,0.1598,2355,47071,105,48.2868559,36,1125,96,5592,264,17636,4.515666443,27978,1.682429051,500,0,156,Psychiatry,0.372439479,Neurology & Neurosurgery,0.186219739,Clinical Medicine,0.858472998,80,81,71064
"Duffy, Michael J.",St Vincent's University Hospital,irl,284,1977,2022,2725,17422,72,37.71482072,46,3329,134,9279,198,13601,4.453560399,14119,1.233940081,233,0.0718,2940,18769,77,38.68949604,46,3545,134,9791,198,14340,4.470669078,14645,1.281597815,237,5,327,Oncology & Carcinogenesis,0.461267606,General Clinical Medicine,0.179577465,Clinical Medicine,0.926056338,128,122,293195
"Sheikholeslami, M.",Babol Noshirvani University of Technology,irn,456,2011,2022,451,25906,100,66.37619048,30,3993,287,22677,335,23619,4.789596617,8422,3.075991451,439,0.2772,266,35840,119,72.52619048,30,5342,287,31314,335,32537,4.917433846,9217,3.888466963,440,0,159,Mechanical Engineering & Transports,0.234649123,Chemical Physics,0.168859649,Engineering,0.381578947,1,6,125973
"Dehghan, Mehdi",Amirkabir University of Technology,irn,659,1993,2022,2508,17966,66,50.5,52,1778,314,10436,575,16364,4.472806828,8243,2.179546282,608,0.2357,1360,23506,79,59.66666667,52,2686,314,13802,575,21521,4.617516526,9103,2.58222564,619,1,348,Numerical & Computational Mathematics,0.514415781,Applied Mathematics,0.189681335,Mathematics & Statistics,0.728376328,2,2,15019
"Salavati-Niasari, Masoud",University of Kashan,irn,963,2001,2022,2969,26367,78,51.10238095,33,782,184,6449,631,18309,4.435531837,14259,1.849147907,909,0.238,1510,34602,98,60.93809524,33,1329,184,8749,631,23850,4.60157983,15813,2.188199583,923,4,414,Materials,0.171339564,Applied Physics,0.153686397,Chemistry,0.420560748,16,32,267149
"Akhavan, Omid",Sharif University of Technology,irn,166,2000,2022,5346,13999,60,29.17738095,10,2067,71,10572,91,11131,4.307510204,9682,1.445878951,150,0.1139,5274,15798,64,30.75238095,10,2233,71,11739,91,12400,4.343799938,10065,1.569597615,154,0,211,Nanoscience & Nanotechnology,0.313253012,Applied Physics,0.313253012,Physics & Astronomy,0.421686747,85,90,103235
"Abbasbandy, S.",Imam Khomeini International University,irn,332,1997,2022,5577,10293,55,38.86666667,29,2901,155,6779,249,8525,4.29823333,6849,1.502847131,305,0.1845,4690,12621,62,42.98333333,29,3084,155,7991,249,10319,4.369853976,7712,1.636540456,313,15,566,Numerical & Computational Mathematics,0.277108434,Artificial Intelligence & Image Processing,0.153614458,Mathematics & Statistics,0.478915663,4,3,15019
